category|img_url|title|date|author|subcategory|description|news_site
Noticias|www.soy502.com/sites/default/files/styles/full_node/public/2023/Sep/22/amparo_bernarddo_arevalo.jpg|CSJ da trámite al amparo presentado por Bernardo Arévalo|2023-09-22|Heidi Loarca|Seguridad y justicia|"<p>La CSJ dio un plazo para recibir informes sobre las acciones relacionados al caso del Movimiento Semilla. (Foto: Wilder López/Soy502)</p><h2>La Corte Suprema de Justicia dio trámite a la solicitud de amparo presentada por Bernardo Arévalo el pasado 18 de septiembre. </h2><h3>OTRAS NOTICIAS: <a href=""https://www.soy502.com/foto-galeria/bernardo-arevalo-presenta-amparo-ante-csj"" target=""_blank"">Bernardo Arévalo presenta amparo ante la CSJ</a></h3><p>El pasado 18 de septiembre el presidente electo, Bernardo Arévalo acudió a la Corte Suprema de Justicia (CSJ) para presentar una solicitud de amparo en contra del Juez Séptimo de Instancia Penal, Fredy Orellana, de la Fiscal General y jefa del Ministerio Público (MP), Consuelo Porras, del jefe de la Fiscalía Especial Contra la Impunidad (FECI), Rafael Curruchiche y las fiscales auxiliares; Cinthia Monterroso y Leonor Morales, con el objetivo de frenar las acciones en contra del proceso electoral.</p><p>La acción pretende que el fin de las acciones del MP que, según Arévalo, ponen en riesgo la democracia.  Ante ello, la CSJ dio trámite al proceso y otorgó un plazo de 48 horas para que se presenten informes circunstanciados de lo actuado dentro del proceso contra el partido Movimiento Semilla. </p><p>""Inciso a) Que con base en lo preceptuado en el artículo 25 del Acuerdo 1-2013 de la Corte de Constitucionalidad, dentro del perentorio plazo de cuarenta y ocho horas de notificada de la presente resolución, envíen a esta Corte, los expediente relacionados e INFORME CIRCUNSTANCIADO de todo lo relacionado debiendo realizar pronunciamiento sobre la veracidad o no de los hechos relacionados en el memorial que se resuelve"".</p><p>""Inciso b): Que, siendo parte en el presente amparo, se le previene a las autoridades impugnadas para que en el plazo antes indicado cumplan con lo preceptuado en el artículo 50, párrafo segundo del Acuerdo 1-2013 de la Corte de Constitucionalidad, ya que en caso contrario se le seguirá notificando por los estrados del Tribunal"".</p><p>Con ello, Bernardo Arévalo espera que cese la persecución contra el partido Semilla que amenaza con la suspensión de la personería jurídica del partido.</p><p></p>"|soy502
multimedia|https://www.soy502.com/sites/default/files/styles/full_node/public/2022/Nov/29/whatsapp_image_2022-11-29_at_11.00.57.jpeg|Así es la nueva atracción del Festival Navideño de la Sexta|2022-11-29|Soy502|Foto-galeria|"<p>""La Rueda de Chicago"" es la nueva atracción del Festival Navideño de la Sexta (Foto: Wilder López/Soy502)</p><p>La enorme atracción será una de las más concurridas durante el festival.(Foto: Wilder López/Soy502)</p><p>Los visitantes buscarán las mejores fotografías desde lo más alto de la atracción.(Foto: Wilder López/Soy502)</p><p>Cuenta con un total de 16 góndolas y estas tienen una capacidad para 4 personas.(Foto: Wilder López/Soy502)</p><p>El juego mecánico estará funcionando, por primera vez, en este festival navideño.(Foto: Wilder López/Soy502)</p><p>Las autoridades detallaron que la iluminación nocturna de la ""rueda"" es espectacular. (Foto: Wilder López/Soy502)</p>"|soy502
multimedia|https://www.soy502.com/sites/default/files/styles/full_node/public/2022/Nov/29/selfies_filgua_2022_soy502_guatemala_wilder_lopez_0.jpg|Dónde tomarte selfies en FILGUA|2022-11-29|Soy502|Foto-galeria|<p>Estos son los lugares donde puedes tomarte fotos en FILGUA. (Foto: Wilder López/Soy502)</p><p>República de Corea tiene paisajes propios del país. (Foto: Wilder Löpez/Soy502)</p><p>Puedes elegir un hanbok,vestuario coreano para lucir. (Foto: Wilder López/Soy502)</p><p>Catafixia se conoce por invitar a los asistentes a tomarse fotos. (Foto: Wilder Löpez/Soy502)</p><p>Editorial Cultura tiene un amigable personaje además de una salita para colorear.  (Foto: Wilder Löpez/Soy502)</p><p>Rayuela creó un hermoso mural con papel de colores. (Foto: Wilder Löpez/Soy502)</p><p>Las páginas de los libros destacan en el mural de Sophos. (Foto: Wilder Löpez/Soy502)</p><p>También hay un lugar especial en Sophos Kids. (Foto: Wilder Löpez/Soy502)</p><p>FILGUA es un lugar para disfrutar en familia. El evento se realiza toda la semana hasta el 4 de diciembre de 2022. </p>|soy502
multimedia|https://www.soy502.com/sites/default/files/styles/full_node/public/2022/Nov/29/transito_1.jpg| Tránsito imposible en dirección a Villa Nueva|2022-11-29|Soy502|Foto-galeria|<p>Se registran complicaciones de tránsito en dirección al sur de la Ciudad de Guatemala. (Foto: Wilder López/Soy502)</p><p>El incidente en el kilómetro 14 genera tránsito lento en dirección al sur. (Foto: Wilder López/Soy502)</p><p>Las complicaciones de tránsito ya afectan la calzada Raúl Aguilar Batres. (Foto: Wilder López/Soy502)</p><p>Los conductores han tenido que permanecer durante varias horas en el tránsito. (Foto: Wilder López/Soy502)</p><p>Largas filas de vehículos se registran en dirección al sur de la Ciudad de Guatemala y municipios aledaños.</p>|soy502
multimedia|https://www.soy502.com/sites/default/files/styles/full_node/public/2022/Nov/29/hundimiento_1.jpg|Así se observa el tramo del kilómetro 14 en donde el asfalto es inestable |2022-11-29|Soy502|Foto-galeria|<p>Así se observa la noche de este martes 29 de noviembre el tramo inestable en la ruta al Pacífico. (Foto: Wilder López/Soy502)</p><p>Vecinos se alarmaron al percatarse que un tramo del asfalto se levantaba. (Foto: Wilder López/Soy502)</p><p>Las fuertes lluvias provocaron que el asfalto fuera inestable en la ruta al Pacífico. (Foto: Wilder López/Soy502)</p><p>Personal de la Conred se presentó al kilómetro 14 de la ruta al Pacífico. (Foto: Wilder López/Soy502)</p><p>Así se observa el puente en donde fue captado el video en el que se observa el asfalto inestable. (Foto: Wilder López/Soy502)</p><p>El personal de la Conred se encuentra realizando verificaciones en la ruta al Pacífico. (Foto: Wilder López/Soy502)</p><p>Así se observa el tramo de la ruta al Pacífico que es inestable, según fue captado en videos. </p>|soy502
multimedia|not-found|Innovaciones tecnológicas en gestiones bancarias|2022-11-30|Soy502|Videos||soy502
Dinero|www.soy502.com/sites/default/files/styles/full_node/public/2023/Sep/08/tipo_de_cambio_banguat_quetzal_dolar_hoy_8_de_septiembre_.jpeg|Este es el tipo de cambio del quetzal frente al dólar, hoy 8 de septiembre de 2023|2023-09-08|Gabriela Solorzano|Economía|"<p>El Banco de Guatemala actualizó el tipo de cambio del quetzal frente al dólar este viernes 8 de septiembre. (Foto: Shutterstock)</p><h2>El Banco de Guatemala actualizó el tipo de cambio del quetzal frente al dólar este viernes 8 de septiembre de 2023</h2><h3>CONSULTA: <a href=""https://www.soy502.com/principales-indicadores?utm_campaign=principales_indicadores_banner&amp;utm_medium=soy502&amp;utm_source=website_desktop"" target=""_blank"">Principales indicadores de Guatemala y el mundo</a></h3><p>El tipo de cambio del quetzal frente al dólar, para este viernes 8 de septiembre, quedó en Q7.87425. Se registra una variación de 0.00556 para este día.</p><p>Encuentra en la portada de Soy502.com todos los días los principales indicadores económicos:</p><p></p><p></p>"|soy502
Dinero|www.soy502.com/sites/default/files/styles/full_node/public/2023/Sep/08/screen_shot_2023-09-08_at_7.34.53_am.png|¡A viva voz! Subastarán electrodomésticos, calzado y otros productos|2023-09-08|Heidi Loarca|Economía|"<p>Varios productos estarán en subasta. (Foto: Martha Debayle)</p><h2>Electrodomésticos, calzado y camas de hospital son algunos de los productos que la SAT pondrá en subasta.</h2><h3>OTRAS NOTICIAS: <a href=""https://www.soy502.com/articulo/carros-desde-q-3700-anuncian-subasta-aduanera-101476"" target=""_blank"">¡Subasta de autos! Camionetas, deportivos y carros de lujo desde Q3,700</a></h3><p>La Superintendencia de Administración Tributaria (SAT) anuncia la realización de la subasta pública aduanera GRC-04-2023 que se realizará el 22 de septiembre a las 9:00 horas en la 10 avenida 14-10 zona 17, Almacenes y Servicios S. A.</p><p>Seis partidas serán entregadas a los mejores postores, las cuales consisten en camas de hospital, estufas de gas, una esmeriladora de banco con plataforma, zapatos para niñas y dama, así como cribadora con accesorios y partes para planta secadora.</p><p>A continuación el detalle de las partidas en subasta:</p><p>2 camas de hospital con sus accesorios - Q 933.89</p><p>6 estufas de gas con horno marca Nisat y un enfriador de 6.5 pies de la misma marca -  Q 1,359.18</p><p>1 esmeriladora de banco con plataforma  - Q 514.83</p><p>846 pares de zapatos para niñas y 360 pares de zapatos para dama - Q 21,446.53</p><p>1 cribadora con accesorios - Q 35,137.45</p><p>457 partes para planta secadora - Q 77,104.78</p><p>En los días 19, 20 y 21 de septiembre en horario de 8:00 a 12:00 y de 13:00 a 16:00 en las instalaciones de Alsersa, en la 10 avenida 14-10 zona 17 estarán los productos a la vista de los interesados.</p><p>Para participar se debe contar con NIT y tener actualizado el Registro Tributario Unificado (RTU). Así mismo, para participar como postor se debe depositar el 25% del precio base de la partida en la que esté interesado.</p><p></p>"|soy502
Dinero|www.soy502.com/sites/default/files/styles/full_node/public/2023/Sep/08/cuentas_bancarias_inactivas_banco_del_sistema_dinero_economia.jpeg|¡Por inactivas! Las cuentas de un banco del sistema que serán cerradas|2023-09-08|Heidi Loarca|Economía|"<p>Más de 200 cuentas bancarias se encuentran inactivas en un banco del sistema y si las propietarias de las cuentas no se presentan en 30 días, el dinero (menor a Q1 mil) serán trasladados al Fondo para la Protección del Ahorro (Fopa). (Foto ilustrativa: Shutterstock)</p><h2>Un banco del sistema anunció que más de 200 cuentas, entre ahorro y monetarias, serán cerradas por estar inactivas.</h2><h3>OTRAS NOTICIAS: <a href=""https://www.soy502.com/articulo/cuentas-bancarias-listado-banco-101476"" target=""_blank"">Este es el listado de las cuentas bancarias que serán cerradas por estar inactivas</a></h3><p>Uno de los bancos del sistema publicó este viernes 8 de septiembre en el Diario de Centro América (DCA) un aviso sobre cuentas monetarias o de ahorro, con saldos menores a 1 mil quetzales o 125 dólares, que han permanecido inactivas durante los últimos diez años en dicha entidad. </p><p>En total, la entidad bancaria difundió el listado con un total de 253 cuentas de depósito que han permanecido sin movimiento desde 2013 y corren el riesgo de ser cerradas. Además, la Ley de Bancos y Grupos Financieros ordena a este banco del sistema a trasladar esos fondos al Fondo para la Protección del Ahorro (Fopa).</p><p>El banco otorga un plazo de 30 días para que los cuentahabientes reclamen su dinero, lo retiren o reactiven la cuenta antes que se traslade al Fopa. La última fecha para darle movimiento a la cuenta y evitar que sea desactivada es el sábado 7 de octubre.</p><p></p><p>El artículo 41 Ter. Decreto Número 26-2012 se refiere a las cuentas de depósitos inactivas.</p><p>""Las cuentas de depósitos monetarios y de ahorro, en moneda nacional, con saldos menores a un mil quetzales (Q1,000.00) y las cuentas de depósitos monetarios y de ahorro en moneda extranjera, con saldos menores a ciento veinticinco dólares de los Estados Unidos de América (US$125.00), que durante un período de diez años permanezcan inactivas, excepto las que se encuentren condicionadas por el cuentahabiente o limitadas contractualmente o restringidas por autoridad competente, prescribirán, de pleno derecho, junto con los intereses que hubieren devengado, en favor del Fondo para la Protección del Ahorro, aspecto que el banco deberá hacer del conocimiento de los cuentahabientes por los medios que estime convenientes"", señala la ley.</p><h2><strong>Este es el listado:</strong></h2><p></p><p>Descarga el listado AQUÍ: </p>"|soy502
multimedia|https://www.soy502.com/sites/default/files/styles/full_node/public/2021/Jul/29/paro_nacional_anillo_periferico_calle_marti.jpeg|Paro Nacional: bloqueo en el ingreso al Anillo Periférico|2021-07-29|Soy502|Foto-galeria|<p>Decenas de personas bloquearon el paso al final de la Calle Martí e inicio del Anillo Periférico. (Foto: Wilder López/Soy502</p><p>Los manifestantes cruzaron un bus de Transurbano para impedir el paso. (Foto: Wilder López/Soy502</p><p>Los manifestantes se unen al Paro Nacional convocado para este jueves 29 de julio. (Foto: Wilder López/Soy502</p><p>Entre los manifestantes se encuentran representantes de la Asociación de Estudiantes Universitarios de la Usac. (Foto: Wilder López/Soy502</p>|soy502
Dinero|https://www.soy502.com/sites/default/files/styles/full_node/public/2023/Sep/08/1_galardon_guatemaltecos_ilustres_reconocimiento_universales_olimpiada_nacional_de_ciencias_guatemala_soy502_6.jpg|Universales celebra la excelencia: conoce a los Guatemaltecos Ilustres 2023|2023-09-08|Content Marketing Soy502|Empresas|"<p></p><p></p><p></p><p></p><p></p><p></p><p></p><p style=""text-align: center;""><strong>Con la entrega de este reconocimiento, Universales busca exaltar los méritos y trayectorias de connacionales que impactan en la sociedad en distintos ámbitos.</strong></p><p>Con la presencia de familiares y amigos, Universales realizó la entrega de la <strong>décima octava edición</strong> del Galardón Guatemaltecos Ilustres a los siete ganadores de las categorías científica, empresarial, social, artística, deportiva, así como el personaje que obtuvo la mayor cantidad de votos y la elegida como <strong>Guatemalteca Ilustre Orator</strong>.</p><p></p><p>Para esta edición del galardón, se publicaron los perfiles de<strong> 38 nominados</strong>. Además, más de 744 mil 226 personas visitaron la página, se contabilizaron <strong>33 millones 625 mil 133 impresiones</strong> totales en redes sociales y se recibieron <strong>23 mil 783 votos</strong>.</p><p>Además, a la fecha, la página web reporta más de <strong>7.5 millones de páginas vistas</strong>, 3.7 millones visitas al sitio web, 186 millones de impresiones en redes sociales, 570 mil 301 votos y <strong>982 nominados</strong>.</p><p></p><p>Para la presente edición, los <strong>ganadores</strong> del Galardón Guatemaltecos Ilustres fueron:</p><p>Los <strong>perfiles</strong> de los galardonados se encuentran en el sitio web <a href=""https://guatemaltecosilustres.com/"" target=""_blank"">guatemaltecosilustres.com</a> para que más personas conozcan sus <strong>historias</strong> y la importante labor que realizan.</p><p></p><h2>Convivencia inspiradora</h2><p>En el marco de la premiación de los ganadores de la <strong>Olimpiada Nacional de Ciencias</strong>, Universales celebró ""La Convivencia por el futuro de Guatemala"", una actividad que reúne a los <strong>40 jóvenes</strong> que obtuvieron los primeros lugares en las competencias de ciencias con los <strong>Guatemaltecos Ilustres</strong> galardonados, con el fin de motivarlos para que alcancen sus metas.</p><p></p><p>Durante el evento, las nuevas generaciones de talentos tuvieron la oportunidad de conocer y <strong>compartir experiencias</strong> con personalidades destacadas de este país. Además, directivos de Universales entregaron <strong>reconocimientos</strong> a los ganadores de la Olimpiada.</p><p></p><p>Uno de los momentos de la premiación más esperados es la entrega de la <strong>medalla de oro</strong> a los ganadores en las materias de Matemática, Física, Química y Biología, a quienes Universales entrega un <strong>viaje</strong> con todos los gastos pagados para conocer los campus universitarios más importantes de <strong>Estados Unidos</strong> y Europa.</p><p></p><p>Los cuatro <strong>ganadores del viaje</strong> a Harvard y MIT son:</p><p>Otro momento crucial de la ""<strong>Convivencia por el futuro de Guatemala</strong>"" es la charla que brinda el Guatemalteco Ilustre Orator, quien es elegido por Universales para compartir su <strong>historia</strong> a los jóvenes ganadores de la Olimpiada Nacional de Ciencias y motivarlos a luchar por sus sueños y metas profesionales.</p><p></p><p>Para este año, la elegida fue <strong>Gabriela Asturias</strong>, científica, emprendedora y estudiante de medicina que con sus proyectos contribuye a mejorar la calidad de vida de las personas, la <strong>divulgación de la ciencia</strong> y el acceso mejorado a servicios de salud.</p><p>Asturias es cofundadora de <strong>Fundegua</strong>, fundación que genera desarrollo en la vida de las personas a través de <strong>investigación científica</strong> accesible, tecnología inclusiva y soluciones innovadoras con pertinencia cultural.</p><p>Uno de los proyectos más destacados que ha impulsado Gabriela Asturias a través de Fundegua es <strong>ALMA</strong>, un chatbot que nace en 2020 y que inició apoyando a la población con la resolución de dudas acerca del COVID y las vacunas. Hoy, ALMA resuelve <strong>consultas relacionadas con la salud</strong> en general y, próximamente, se lanzará una nueva plataforma que tendrá un impacto mayor.</p>"|soy502
Dinero|www.soy502.com/sites/default/files/styles/full_node/public/2023/Sep/10/gasolina_soy502.jpeg|¡Rebaja! Nuevo ajuste a la baja en los precios de combustibles |2023-09-11|Heidi Loarca|Economía|"<p>Esta semana habrá reducción en el precio de las gasolineras. (Foto: archivo/Soy502)</p><h2>Se esperan rebajas en los precios de los combustibles y en algunas gasolineras ya se observan los nuevos valores.</h2><h3>OTRAS NOTICIAS: <a href=""https://www.soy502.com/articulo/bajaron-precios-combustibles-101476-0"" target=""_blank"">¡Rebaja! Estos son los precios de los combustibles para esta semana</a></h3><p>Después de varias semana al alza, el precio de los <strong>combustibles</strong> en <strong>Guatemala</strong> comienzan a ceder.</p><p>Esta semana se percibirá una reducción de aproximadamente<strong> 40 centavos</strong> en las <strong>gasolinas</strong> y<strong> 50 centavos</strong> en el diésel.</p><p>Algunas gasolineras de la capital han iniciado desde este<strong> domingo 10 de septiembre</strong> con las rebajas.</p><p>Mientras que el lunes se espera que el<strong> Ministerio de Energía y Minas</strong> actualice el monitoreo de precios.</p><p>Estos son los precios observados en algunas gasolineras de la capital en modalidad de autoservicio.</p><p>Fuente: MEM</p>"|soy502
multimedia|https://www.soy502.com/sites/default/files/styles/full_node/public/2021/Jul/23/000_9fq32m.jpg|El desfile de las delegaciones en los Juegos Olímpicos|2021-07-23|Soy502|Foto-galeria|<p>La ceremonia empezó con actos protocolarios. (Foto: AFP)</p><p>Los fuegos artificiales iluminaron el cielo de Tokio. (Foto: AFP)</p><p>El colorido no podía faltar en los actos ceremoniales. (Foto: AFP)</p><p>Con todo el estilo japonés, los actos dejaron un buen sabor de boca. (Foto: AFP)</p><p>El himno japonés se cantó mientras se izaba la bandera. (Foto: AFP)</p><p>La ceremonia empezó a las 5:00 de la mañana, tiempo de Guatemala. (Foto: AFP)</p>|soy502
multimedia|https://www.soy502.com/sites/default/files/styles/full_node/public/2021/Jul/24/raparse_pelones_protesta_giammattei_.jpeg|Guatemaltecos se rapan como medida de protesta |2021-07-24|Soy502|Foto-galeria|<p>Varios guatemaltecos en la Plaza Central han decidido raparse el cabello. (Foto: Wilder López/Soy502) </p><p>La indignación ha provocado que varios se rapen. (Foto: Wilder López/Soy502) </p><p>Decenas de guatemaltecos se encuentran en la Plaza Central.  (Foto: Wilder López/Soy502) </p><p>La protesta está dirigida contra la Fiscal General y el Presidente. (Foto: Wilder López/Soy502) </p><p>Varios carteles muestran su indignación en la Plaza. (Foto: Wilder López/Soy502) </p>|soy502
multimedia|https://www.soy502.com/sites/default/files/styles/full_node/public/2021/Jul/29/manifestacion_marti_ruta_al_atlantico.jpeg|Bloqueos y manifestaciones en Guatemala|2021-07-29|Soy502|Foto-galeria|<p>Los inconformes realizaron pintas en el suelo y paredes aledañas para exigir la renuncia de Giammattei. (Foto: Wilder López/Soy502)</p><p>Cientos de manifestantes se congregan en diferentes puntos del país en este Paro Nacional.(Foto: Wilder López/Soy502)</p><p>Los inconformes impiden el paso de vehículos particulares en este Paro Nacional. (Foto: Wilder López/Soy502)</p><p>Decenas de manifestantes se congregaron al final de la Calle Martí e inicio del Anillo Periférico. (Foto: Wilder López/Soy502)</p><p>Un grupo bloquea el ingreso al Periférico y acceso a la Calle Martí. (Foto: Wilder López/Soy502)</p><p>Los manifestantes utilizaron un bus para bloquear la ruta en la zona 2. (Foto: Wilder López/Soy502)</p><p>Con pancartas manifiestan su rechazo a la gestión de Alejandro Giammattei y Consuelo Porras. (Foto: Wilder López/Soy502)</p><p>Los manifestantes realizan una caminata en el Centro Histórico. (Foto: Wilder López/Soy502)</p><p>El Ministerio de Gobernación colocó agentes de la PNC en las afueras del Palacio Nacional. (Foto: Wilder López/Soy502)</p><p>Los manifestantes utilizan diversas formas para manifestar su rechazo. (Foto: Wilder López/Soy502)</p><p>Los manifestantes realizaron pintas en paredes. (Foto: Wilder López/Soy502)</p><p>El paso está totalmente bloqueado en en la ruta al Atlántico. (Foto: Wilder López/Soy502)</p>|soy502
multimedia|https://www.soy502.com/sites/default/files/styles/full_node/public/2021/Jul/30/puesto_vacunacion_pnc_vacuna5.jpeg|PNC proporcionará vacuna sin cita hasta el fin de semana|2021-07-30|Soy502|Foto-galeria|<p>Médicos de la PNC ofrecen la vacuna sin cita en la Plaza de la Constitución. (Foto: Wilder López/Soy502)</p><p>Una gran cantidad de personas se ha dado cita al puesto de vacunación. (Foto: Wilder López/Soy502)</p><p>Los mayores de 40 años y universitarios pueden acudir a vacunarse. (Foto: Wilder López/Soy502)</p><p>Se estima que más de 300 ciudadanos fueron vacunados al mediodía del viernes. (Foto: Wilder López/Soy502)</p><p>La fila llegaba hasta la 8a. calle y 8a. avenida de la zona 1. (Foto: Wilder López/Soy502)</p><p>Es recomendable que desayunes antes de acudir, llevar una refacción y sombrilla, por si llueve.  (Foto: Wilder López/Soy502)</p>|soy502
multimedia|https://www.soy502.com/sites/default/files/styles/full_node/public/2021/Jul/29/manifestacion_plaza_central_29j.jpeg|Manifestación 29J: Piden renuncia de Giammattei y de Consuelo Porras|2021-07-29|Soy502|Foto-galeria|<p>Cientos de manifestantes exigen la renuncia de Alejandro Giammattei y Consuelo Porras en la plaza central. (Foto: Wilder López/Soy502)</p><p>Los manifestantes realizaron una marcha desde la calle Martí y culminó en la plaza central. (Foto: Wilder López/Soy502)</p><p>Cientos de manifestantes se movilizaron a la Plaza Central. (Foto: Wilder López/Soy502) </p><p>La exigencia es la renuncia del presidente Alejandro Giammattei y Consuelo Porras. (Foto: Wilder López/Soy502) </p><p>En el acceso a zona 2 se pintaron varias consignas. (Foto: Wilder López/Soy502) </p><p>Así dejaron la manta que en horas de la mañana se encontraba en favor de la Fiscal. (Foto: Wilder López/Soy502) </p><p>Cientos de jóvenes se reunieron en la protesta. (Foto: Wilder López/Soy502) </p><p>Así quedó la Calle Martí durante las protestas. (Foto: Wilder López/Soy502) </p>|soy502
Dinero|www.soy502.com/sites/default/files/styles/full_node/public/2023/Sep/11/tipo_de_cambio_del_quetzal_frente_al_dolar_hoy_11_de_septiembre.jpeg|Este es el tipo de cambio del quetzal frente al dólar, hoy 11 de septiembre de 2023|2023-09-11|Gabriela Solorzano|Economía|"<p>El Banco de Guatemala actualizó el tipo de cambio del quetzal frente al dólar este lunes 11 de septiembre. (Foto: Shutterstock)</p><h2>El Banco de Guatemala actualizó el tipo de cambio del quetzal frente al dólar este lunes 11 de septiembre de 2023.</h2><h3>CONSULTA: <a href=""https://www.soy502.com/principales-indicadores?utm_campaign=principales_indicadores_banner&amp;utm_medium=soy502&amp;utm_source=website_desktop"" target=""_blank"">Principales indicadores de Guatemala y el mundo</a></h3><p>El tipo de cambio del quetzal frente al dólar, para este lunes 11 de septiembre, quedó en Q7.86798. Se registra una variación de 0.00627 para este día.</p><p>Encuentra en la portada de Soy502.com todos los días los principales indicadores económicos:</p><p></p><p></p>"|soy502
Trending|www.soy502.com/sites/default/files/styles/full_node/public/2023/Sep/15/maestra_acaparo_atencion_acto_civico_soy502_guatemala.jpg|Esto se sabe de la maestra que acaparó la atención en baile por las fiestas patrias|2023-09-15|Selene Mejía|Viral|"<p>La maestra fue ovacionada por su vocación. (Foto: Tik Tok)</p><h2>Una maestra es buscada en las redes sociales por su significativa acción hacia sus alumnos, esto se sabe acerca de ella. </h2><h3>EN CONTEXTO: <a href=""https://www.soy502.com/articulo/maestra-buscada-esta-accion-sus-alumnos-153"" target=""_blank"" style=""font-size: 0.923em;"">La maestra que acaparó la atención en baile por las fiestas patrias (video)</a></h3><p>A través de un video de una publicación de <strong>TikTok</strong> subida por la usuaria<strong> Aurorita Lemus,</strong> se apreció a la educadora unirse a los pequeños en el escenario, luciendo como un imponente quetzal junto a sus crías, en un baile conmemorando las fiestas patrias.</p><p>""A esta maestra la buscan"", se lee el clip donde se aprecia cómo la docente apoya a los pequeños guiándolos a rendir homenaje al ave nacional.</p><p>Su actitud causó furor, pues muchos aseguran que fue un lindo gesto aparecer junto a los pequeños en el acto cívico, dándoles ánimos para no ponerse nerviosos delante de la multitud. </p><p>Hasta ahora se sabe que la docente imparte clases en un instituto ubicado en <strong>Tierra Nueva 1, Chinautla,</strong> al que llaman con cariño ""<strong>La Escuelona""</strong>. </p><p>Los internautas reaccionaron a la puesta en escena de la profesora, afirmando que tiene un corazón de líder nato.</p><p>El grupo de estudiantes de primaria bailó el son ""<strong>El Alba</strong>"" de la agrupación ""<strong>Música Maya AJ</strong>"" y erizó la piel de muchos, su actitud hacia los pequeños que guía fue digna de buenos comentarios.</p><p>""Respeto"", ""es millonaria, tiene muchos quetzalitos"", ""eso es tener vocación"", ""mamá quetzal, qué belleza, aplausos para la maestra"" y ""qué lujo de maestros, todavía hay"", fueron algunos de los mensajes que dejaron.</p><p><em><strong>MIRA EL VIDEO: </strong></em></p><p><figure class=""inline-code""><blockquote class=""tiktok-embed"" cite=""https://www.tiktok.com/@auroritalemus7/video/7278802641503735046"" data-video-id=""7278802641503735046"" style=""max-width: 605px;min-width: 325px;""> <section> <a target=""_blank"" title=""@auroritalemus7"" href=""https://www.tiktok.com/@auroritalemus7?refer=embed"">@auroritalemus7</a> <p></p> <a target=""_blank"" title=""♬ sonido original - Auroritalemus"" href=""https://www.tiktok.com/music/sonido-original-7278802659145960198?refer=embed"">♬ sonido original - Auroritalemus</a> </section> </blockquote> <script async src=""https://www.tiktok.com/embed.js""></script></figure></p><p></p><p></p>"|soy502
